id,section_id,days,times,locations,instructors,term,title,number,code,name
5881051,439546200,{TR},{2pm-3:50pm},"{""Franz Hall 2258A""}","{""Tabuada, P.""}",20S,Principles of Feedback Control,141,EC ENGR,Electrical and Computer Engineering
5884472,542229200,"{""Not scheduled""}","{""""}","{""""}","{""Garg, N.K.""}",20S,Seminar: Research in Organic Chemistry--Reaction Discovery and total Synthesis of Complex Molecules,235P,CHEM,Chemistry and Biochemistry
5885289,157102200,{MWF},{11am-11:50am},"{""Mathematical Sciences 5200""}","{""Hyde, D.B.""}",20S,Principles of Java Language with Applications,20A,COMPTNG,Program in Computing
5883651,880670101,{T},{5:30pm-7:30pm},"{""Law Building 3473""}","{""Baldwin Clark, L.J""}",20S,Sociology of Law,670,LAW,Law
5879677,173205200,{TR},{12pm-1:50pm},"{""Kaufman Hall 214""}","{""Foster, S.L.""}",20S,Theories and Methods in Dance Composition II: Processes,67B,DANCE,Dance
5882183,677576229,"{""Not scheduled""}","{""""}","{""""}","{""Ganz, T.""}",20S,Research Seminar,296,MC&IP,"Molecular, Cellular, and Integrative Physiology"
5882408,405822201,{W},{3pm-5:50pm},"{""Rolfe Hall 3115""}","{""Traweek, S.J.""}",20S,Senior Research Seminar: Gender Studies,187,GENDER,Gender Studies
5881928,563682206,{W},{8:30am-11:20am},"{""""}","{""Ullmen, J.B.""}",20S,Communication Development for Leaders,421A,MGMTFT,Management-Full-Time MBA
5884827,267240200,{TR},{9:30am-10:45am},"{""Dodd Hall 121""}","{""Hanscom, C.P.""}",20S,Introduction to Korean Cinema,80,KOREA,Korean
5884837,583216200,{T},{4pm-7:50pm},"{""Moore Hall 2120""}","{""Mancevice, N.A.""}",20S,Qualitative Data Reduction and Analysis,222C,EDUC,Education
5884038,187696200,{TR},{10am-11:50am},"{""Boelter Hall 3400""}","{""Darwiche, A.Y.""}",20S,Fundamentals of Artificial Intelligence,161,COM SCI,Computer Science
5880202,809096200,{F},{8:30am-11:30am},"{""Public Health, School of 71257""}","{""Brook, R.H.""}",20S,Special Topics in Health Services: Quality Assessment and Assurance,216,HLT POL,Health Policy and Management
5883970,610360237,{Varies},"{""""}","{""""}","{""Wirz, R.E.""}",20S,Current Topics in Mechanical Engineering,260,MECH&AE,Mechanical and Aerospace Engineering
5882438,328695200,{TR},{9am-10:50am},"{""Geology Building 4660""}","{""Rissman, J.A."",""Poe, G.R."",""Evans, C.J."",TA}",20S,Neurobiology of Bias and Discrimination,M166,PSYCH,Psychology
5881880,328835200,"{""Not scheduled""}","{""""}","{""""}","{""Karney, B.R.""}",20S,Individual Studies for USIE Facilitators,188SC,PSYCH,Psychology
5878950,222123200,{M},{11am-1:50pm},"{""Mathematical Sciences 5148""}","{""Klinger, A.""}",20S,Varied Mathematics,27,HNRS,Honors Collegium
5885852,157050200,{MWF},{8am-8:50am},"{""Mathematical Sciences 5200""}","{""Chu, W.""}",20S,Introduction to Programming,10A,COMPTNG,Program in Computing
5885069,328525200,{MW},{12:30pm-1:45pm},"{""Franz Hall 1260""}","{""Smurda, J.D."",TA}",20S,Self and Identity,137J,PSYCH,Psychology
5884941,801228201,{MW},{10am-11:50am},"{""Kaufman Hall 101""}","{""Nabokov, P.""}",20S,American Indian Arts in Performance,C238,WL ARTS,World Arts and Cultures
5884281,547568218,{Varies},"{""""}","{""""}","{""Taciroglu, E.""}",20S,Advanced Topics in Civil Engineering,296,C&EE,Civil and Environmental Engineering
5882262,210810200,{MW},{12pm-1:50pm},"{""Boelter Hall 5419""}","{""Gadh, R.""}",20S,Introduction to Radio Frequency Identification and Its Application in Manufacturing and Supply Chain,185,MECH&AE,Mechanical and Aerospace Engineering
5886895,728307221,{Varies},"{""""}","{""""}","{""Liu, Z.""}",20S,Research Methods,251B,PSYCH,Psychology
5884405,717132201,{TR},{2pm-3:15pm},"{""Public Affairs Building 1256""}","{""Manville, M.K.""}",20S,"Transportation Economics, Finance, and Policy",M222,PUB PLC,Public Policy
5879505,252091200,{MWF},{11am-11:50am},"{""La Kretz Hall 110""}","{""Jaroszewicz, A.T.""}",20S,Mathematics for Life Scientists,30B,LIFESCI,Life Sciences
5881351,662569210,{T},{2pm-2:50pm},"{""Bunche Hall 2121""}","{""Osher, S.J.""}",20S,Research Seminar: Applied Mathematics,296J,MATH,Mathematics
5885712,600699201,{Varies},"{""""}","{""""}","{""Galvin, M.E.""}",20S,Supervised Teaching of Clusters Seminar,495O,ENGCOMP,English Composition
5882283,196673200,{MW},{2pm-3:50pm},"{""Rolfe Hall 3116""}","{""Nersessian, A.J.""}",20S,Later Romantic Literature,162B,ENGL,English
5878663,207866200,{M},{12pm-12:50pm},"{""Bunche Hall 1261""}","{""Cavanaugh, K.C.""}",20S,Research Group Seminars: Issues in Biophysical Geography,C194A,GEOG,Geography
5883647,262400200,{MWF},{8am-8:50am},"{""Mathematical Sciences 5137""}","{""Spaas, P.""}",20S,Algebra for Applications,117,MATH,Mathematics
5884956,145504200,{T},{12pm-1:50pm},"{""Marion Davies Children's Center A2342""}","{""Yamamoto, L.T.""}",20S,Ethics and Accountability in Biomedical Research,C134,MIMG,"Microbiology, Immunology, and Molecular Genetics"
5879680,349010211,{TR},{8am-9:15am},"{""Public Affairs Building 1264""}","{""Jaramillo, B.S."",""Tobin, S.C.""}",20S,Elementary Spanish,3,SPAN,Spanish
5880486,263318230,{TR},{2pm-3:15pm},"{""Public Affairs Building 1234""}","{""Shi, C.""}",20S,Introduction to Design and Analysis of Experiment,101B,STATS,Statistics
5884403,547568222,{Varies},"{""""}","{""""}","{""Zhang, J.""}",20S,Advanced Topics in Civil Engineering,296,C&EE,Civil and Environmental Engineering
5885080,756658200,"{M,M}","{6pm-7:50pm,6pm-7:50pm}","{""Macgowan Hall 2310C"",""Macgowan Hall 2310B""}","{""Geiogamah, H.L."",""Villarreal, E.E.""}",20S,Problems in Advanced Writing for Stage,435AS,THEATER,Theater
5884933,210638200,{TR},{10am-11:50am},"{""Boelter Hall 2444""}","{""Jin, L.""}",20S,Advanced Strength of Materials,156A,MECH&AE,Mechanical and Aerospace Engineering
10586230,187276200,{M},{4pm-4:50pm},"{""Boelter Hall 5273""}","{""Hui, A.T.""}",20S,Introduction to AI Ethics - Interdisciplinary Approach,88SB,COM SCI,Computer Science
5878791,411540200,{TR},{2pm-3:15pm},"{""Geology Building B707""}","{""Kavner, A.""}",20S,Introduction to Fluid Dynamics,M140,EPS SCI,"Earth, Planetary, and Space Sciences"
5879870,142044200,{MWF},{12pm-12:50pm},"{""Young Hall CS76""}","{""Castillo Rodriguez""}",20S,Structure of Organic Molecules,14C,CHEM,Chemistry and Biochemistry
5886224,356076207,{TR},{4pm-5:50pm},"{""Melnitz Hall 1473A""}","{""Winbush, K.G."",""Araiza, J.E.""}",20S,Acting Fundamentals,20,THEATER,Theater
5880479,717792200,"{""Not scheduled""}","{""""}","{""""}","{""Gilens, M.I."",""Kim, A.L.""}",20S,Public Policy Internships,496,PUB PLC,Public Policy
5879774,680560200,{T},{1pm-2:50pm},"{""Biomedical Sciences Research Building 154""}","{""Doumani, R.""}",20S,Business of Science,287,M PHARM,Molecular and Medical Pharmacology
5883673,663576208,{R},{1pm-1:50pm},"{""Gonda (Goldschmied) Neuroscience and Genetics Research Center 5303""}","{""Zhu, S.""}",20S,Participating Seminar: Statistics,296,STATS,Statistics
5880524,350081200,{TR},{11am-12:15pm},"{""Rolfe Hall 3105""}","{""de Paula Santos, A"",""Guerrero, A.""}",20S,Advanced Composition and Style,27,PORTGSE,Portuguese
5885165,141633200,{TR},{2pm-4:50pm},"{""Broad Art Center 4250""}","{""Muller, Y.M."",""Abes, Z.""}",20S,Word + Image,154,DESMA,Design / Media Arts
5883218,880972101,"{""Not scheduled""}","{""To be arranged""}","{""""}","{""Korobkin, R.""}",20S,Negotiation Theory and Practice,972,LAW,Law
5887072,566616200,{W},{1pm-3:50pm},"{""Entrepreneurs Hall C301""}","{""Misic, V.""}",20S,Operations Analytics,408,MGMTMSA,Management-Master of Science in Business Analytics
5880230,880560101,{M},{5:30pm-7:30pm},"{""Law Building 3473""}","{""Malloy, T.""}",20S,REGULATION OF THE BUSINESS FIRM,560,LAW,Law
5886054,328304200,"{TR,R}","{12:30pm-1:45pm,5pm-5:50pm}","{""Dodd Hall 147"",""Dodd Hall 147""}","{""Enders, C.K."",TA}",20S,Psychological Statistics,100A,PSYCH,Psychology
5884441,825288200,{RF},{3pm-4:50pm},"{""Center for the Health Sciences BL420""}","{""Hadjioannou, A.""}",20S,Introduction to Biological Imaging,M248,PBMED,Physics and Biology in Medicine
5884394,717576201,{R},{4pm-5:50pm},"{""Public Affairs Building 4357""}","{""Barreto, M.A."",""Dunn, C.F.""}",20S,Voting Rights Policy and Law III,M296C,PUB PLC,Public Policy
5879415,293603200,{TR},{3:30pm-4:45pm},"{""Public Affairs Building 1264""}","{""The Staff""}",20S,Hebrew Literature in English: Rabbinic Judaism,150B,JEWISH,Jewish Studies
5455,839576234,{Varies},"{""""}","{""""}","{""Rahmat-Samii, Y.""}",20W,Seminar: Research Topics in Electrical Engineering,296,EC ENGR,Electrical and Computer Engineering
5881758,210517200,{TR},{2pm-3:50pm},"{""Boelter Hall 2444""}","{""Marner, W.J.""}",20S,Energy and Environment,136,MECH&AE,Mechanical and Aerospace Engineering
5886099,356076203,{TR},{3:30pm-5:20pm},"{""Macgowan Hall 1350""}","{""Thompson, T.R."",""Araiza, J.E.""}",20S,Acting Fundamentals,20,THEATER,Theater
5885817,114548200,{MW},{10am-11:50am},"{""Perloff Hall 1224""}","{""Huljich, G."",TA}",20S,Technology III: Digital Technology,143,ARCH&UD,Architecture and Urban Design
5883427,842600213,"{""Not scheduled""}","{""""}","{""""}","{""Robbins, W.A.""}",20S,Field Studies in Environmental Health Sciences,400,ENV HLT,Environmental Health Sciences
5881963,431208200,"{Varies,T}","{"""",7pm-8:50pm}","{"""",""Schoenberg Music Building 1420""}","{""Sanchez, A.M.""}",20S,Instrumental Studio: French Horn,60F,MUSC,Music
5884163,312678200,{WF},{2pm-3:50pm},"{""Bunche Hall 3170""}","{""Lenehan, R.E.""}",20S,Philosophy of Race: Lecture 1  ,168,PHILOS,Philosophy
5881310,880061101,"{""Not scheduled""}","{""""}","{""""}","{""Bank, S.""}",20S,"Perspectives on Law and Lawyering: Law, Lwyering and the Beautiful Game",561B,LAW,Law
5878784,298057200,{F},{10am-11:50am},"{""Royce Hall 166""}","{""Chandler, S.H.""}",20S,Shall We Dance? How Brain Controls Movement in Health and Disease,19,NEUROSC,Neuroscience
5884425,262662200,{MWF},{3pm-3:50pm},"{""Mathematical Sciences 6229""}","{""Rebrova, E.""}",20S,Stochastic Processes,171,MATH,Mathematics
5882962,514563200,{W},{9am-11:50am},"{""Perloff Hall 1220""}","{""Cuff, D.""}",20S,Special Topics in Critical Studies in Architectural Culture,290,ARCH&UD,Architecture and Urban Design
5883702,542370200,"{""Not scheduled""}","{""""}","{""""}","{""Loo, J.A.""}",20S,Seminar: Research in Biochemistry--Proteomics and Mass Spectrometry,256V,CHEM,Chemistry and Biochemistry
5881983,431640202,{Varies},"{""""}","{""""}","{""Flanagan Lysy, M.M""}",20S,Recital for Music Education Majors: Violin,163K,MUSC,Music
5886499,431821200,{MW},{3pm-5:50pm},"{""Schoenberg Music Building 1345""}","{""Cross, T.J."",""Doyon, D."",""Kim, J.""}",20S,Wind Ensemble,C185G,MUSC,Music
2297739,119888202,{Varies},"{""""}","{""""}","{""Valenzuela, R.A.""}",20W,Honors Research in Art,198,ART,Art
1699,356484200,{F},{2pm-4:50pm},"{""Macgowan Hall East 101""}","{""Rodrigue, J.""}",20W,Alexander Technique,125A,THEATER,Theater
1066,022894209,{Varies},"{""""}","{""""}","{""Hart, L.K.""}",20W,Directed Individual Research in Global Studies,199A,GLBL ST,Global Studies
4129,269861210,"{""Not scheduled""}","{""""}","{""""}","{""Hartenstein, V.""}",20W,"Journal Club Seminars: Molecular, Cell, and Developmental Biology",193,MCD BIO,"Molecular, Cell, and Developmental Biology"
1807,263067200,{TR},{3:30pm-4:45pm},"{""Franz Hall 2258A""}","{""Zanontian, L.A.""}",20W,Introduction to Statistical Methods for Geography and Environmental Studies,12,STATS,Statistics
574,349010210,{TR},{12:30pm-1:45pm},"{""Public Affairs Building 1270""}","{""Venegas Pila, M.G."",""Tobin, S.C.""}",20W,Elementary Spanish,3,SPAN,Spanish
4246,544462200,{TR},{5pm-6:50pm},"{""Public Affairs Building 2355""}","{""Torres-Gil, F.M.""}",20W,Latino Social Policy,C277,CHICANO,Chicana and Chicano Studies
2224631,145876223,{Varies},"{""""}","{""""}","{""Afshar, Y.""}",20W,"Research Apprenticeship I in Microbiology, Immunology, and Molecular Genetics",196A,MIMG,"Microbiology, Immunology, and Molecular Genetics"
2599,173168200,{MW},{10am-11:20am},"{""Kaufman Hall 1000""}","{""Wodobode, A.""}",20W,Intermediate West African Dance: Studio 1  ,56,DANCE,Dance
4369,447697200,{M},{2pm-4:50pm},"{""Rolfe Hall 3126""}","{""Perez, I.""}",20W,"Research on Immigration Rights, Labor, and Higher Education",M166B,LBR STD,Labor Studies
2660364,298893222,{Varies},"{""""}","{""""}","{""Adhikari, A.""}",20W,Directed Research in Neuroscience,199A,NEUROSC,Neuroscience
1189,401069200,{TR},{12:30pm-1:45pm},"{""Bunche Hall 1209B""}","{""Nabokov, P.""}",20W,Introduction to American Indian Studies,M23,WL ARTS,World Arts and Cultures
1418,431420200,{F},{1pm-2:50pm},"{""Schoenberg Music Building B425""}","{""Flanagan Lysy, M.M""}",20W,Study of Instrumental Techniques: Low Strings,114B,MUSC,Music
634,111455200,{MW},{2pm-3:15pm},"{""Fowler Museum at UCLA A139""}","{""Wake, T.A.""}",20W,Selected Topics in Archaeology: Archaeology of Extinction,119,ANTHRO,Anthropology
1747,318001210,{MTWF},{9am-9:50am},"{""Physics and Astronomy Building 1425""}","{""Corbin, B.""}",20W,Physics for Scientists and Engineers: Mechanics,1A,PHYSICS,Physics
162,547001201,{T},{12pm-12:50pm},"{""Engineering VI 134A""}","{""Zhang, J.""}",20W,Civil and Environmental Engineering Graduate Seminar,200,C&EE,Civil and Environmental Engineering
3090,183822102,{MW},{10am-11:50am},"{""Moore Hall 3140""}","{""Amlani, A.M.""}",20W,Variable Topics in Education: Introduction to Philosophy of Education,187,EDUC,Education
4595,610510200,{MW},{2pm-3:50pm},"{""Boelter Hall 5280""}","{""Lin, Y.""}",20W,Interfacial Phenomena,285,MECH&AE,Mechanical and Aerospace Engineering
1931,439427200,{TR},{6pm-7:50pm},"{""Kinsey Science Teaching Pavilion 1240B""}","{""Emaminejad, S.""}",20W,Principles of Semiconductor Device Design,121B,EC ENGR,Electrical and Computer Engineering
4924,269861228,"{""Not scheduled""}","{""""}","{""""}","{""Zamudio, J.R.""}",20W,"Journal Club Seminars: Molecular, Cell, and Developmental Biology",193,MCD BIO,"Molecular, Cell, and Developmental Biology"
3978,439392200,{MW},{10am-11:50am},"{""Geology Building 3656""}","{""Darabi, H.""}",20W,Analog Electronic Circuits II,115B,EC ENGR,Electrical and Computer Engineering
3952,222475200,{TR},{8am-9:50am},"{""Public Affairs Building 2333""}","{""Givvin, K.B.""}",20W,Research in Psychology and Legacy of John Wooden,129,HNRS,Honors Collegium
4784,356611207,"{MTWRF,S}","{6pm-11pm,12pm-11pm}","{"""",""""}","{""Burke, J.A.""}",20W,Theater Production and Performance: Theater Production Crew - Lydia,150,THEATER,Theater
4109,118416200,{TR},{11am-12:15pm},"{""Bunche Hall 3211""}","{""Burke, K.S.""}",20W,Introduction to Islamic Archaeology,M119C,ART HIS,Art History
5189,196540200,{TR},{10am-11:50am},"{""Renee and David Kaplan Hall A26""}","{""Chism, C.N.""}",20W,"Chaucer: ""Canterbury Tales""",140A,ENGL,English
1806,237009202,"{TR,Varies}","{9:30am-10:45am,""""}","{""Royce Hall 152"",""""}","{""Tomlinson, M.L."",""Lavagnino, C.G.""}",20W,Elementary Italian--Continued,2,ITALIAN,Italian
3319,769574200,{F},{12pm-12:50pm},"{""Slichter Hall 2834""}","{""Annabi, N.""}",20W,Research Seminar,298F,CH ENGR,Chemical Engineering
3024,267654200,{TR},{12:30pm-1:45pm},"{""Bunche Hall 3156""}","{""Wang, S.""}",20W,Variable Topics in Culture and Society in Korea: Lecture 1  ,159,KOREA,Korean
3260730,028896202,{Varies},"{""""}","{""""}","{""Abrego, L.J.""}",20W,Directed Research in Disability Studies,199B,DIS STD,Disability Studies
2404996,196889210,{Varies},"{""""}","{""""}","{""Wilson, R.""}",20W,Honors Research in English,198B,ENGL,English
2693866,269895209,{Varies},"{""""}","{""""}","{""Lyons, K.M.""}",20W,"Directed Research in Molecular, Cell, and Developmental Biology",199A,MCD BIO,"Molecular, Cell, and Developmental Biology"
5352,610360215,{Varies},"{""""}","{""""}","{""Hu, Y.""}",20W,Current Topics in Mechanical Engineering,260,MECH&AE,Mechanical and Aerospace Engineering
3199,712267200,{M},{2pm-4:50pm},"{""Dodd Hall 325""}","{""Elliott, K.J.""}",20W,Philosophy of Science: Laws of Nature: Humeanism versus Anti-Humeanism,232,PHILOS,Philosophy
199,267758200,{MW},{5pm-6:15pm},"{""Rolfe Hall 3121""}","{""Oak, S.""}",20W,Intellectual History of Modern Korea,177,KOREA,Korean
2416334,269896207,{Varies},"{""""}","{""""}","{""Zamudio, J.R.""}",20W,"Directed Research in Molecular, Cell, and Developmental Biology",199B,MCD BIO,"Molecular, Cell, and Developmental Biology"
1876,438834200,{W},{5pm-5:50pm},"{""Public Affairs Building 1329""}","{""Groeling, T.J.""}",20W,Advanced Honors Seminars: Seminar 1  ,189,COMM,Communication
944,238601100,{R},{9am-11:50am},"{""Melnitz Hall 1439A""}","{""Mcdonald, W.C.""}",20W,Cinematography,150,FILM TV,Film and Television
400,237003204,"{TR,Varies}","{12:30pm-1:45pm,""""}","{""Haines Hall A24"",""""}","{""Valdarno, L."",""Lavagnino, C.G.""}",20W,Elementary Italian--Beginning,1,ITALIAN,Italian
3668,318007200,{TR},{2pm-3:50pm},"{""Physics and Astronomy Building 1425""}","{""Dumitrescu, T.""}",20W,"Physics for Scientists and Engineers: Oscillations, Waves, Electric and Magnetic Fields",1B,PHYSICS,Physics
4414,595576226,{Varies},"{""""}","{""""}","{""Xie, Y.""}",20W,Seminar: Advanced Topics in Materials Science and Engineering,296,MAT SCI,Materials Science and Engineering
2662,150021220,"{TR,Varies}","{9:30am-10:45am,""""}","{""Dodd Hall 247"",Online}","{""Morrison, R.C."",""Beckelhymer, S.D.""}",20W,Elementary Latin,2,LATIN,Latin
3864680,142268205,{Varies},"{""""}","{""""}","{""Pham, H.V.""}",20W,Honors Contracts,89HC,CHEM,Chemistry and Biochemistry
1101,186286240,{W},{9am-11:50am},"{""Boelter Hall 2808""}","{""Schmidt, J.J.""}",20W,Introduction to Engineering Design: CubeSat Small Satellite,96A,ENGR,Engineering
4621,430689204,{R},{6pm-8:50pm},"{""Schoenberg Music Building 1343""}","{""Adamian, A."",""Pogossian, M.""}",20W,Advanced World Music Performance Organizations: Open Ensemble: Armenian Music Ensemble,161Z,ETHNMUS,Ethnomusicology
5191,141633200,{TR},{2pm-4:50pm},"{""Broad Art Center 4250""}","{""Elliott, B.A."",""Gilma, B.G.""}",20W,Word + Image,154,DESMA,Design / Media Arts
5199,541608203,{Varies},"{""""}","{""""}","{""Reas, C.""}",20W,Graduate Tutorial,404,DESMA,Design / Media Arts
1835,126014200,{Varies},"{""""}","{""""}","{""Chamecki, M."",""Guimaraes Chor, T.""}",20W,Introduction to Atmospheric Environment Laboratory,3L,A&O SCI,Atmospheric and Oceanic Sciences
4411,638629201,{TR},{9am-12:50pm},"{""Melnitz Hall 2568B""}","{""Rosman, M.E."",""Johnson, M.M.""}",20W,Production,410E,FILM TV,Film and Television
2398111,298887210,{Varies},"{""""}","{""""}","{""Lu, D.C.""}",20W,Honors Research in Neuroscience,198A,NEUROSC,Neuroscience
3157,312540200,{TR},{9:30am-10:45am},"{""Bunche Hall 3211""}","{""Kowalsky, W.A."",""Kaplan, D.B.""}",20W,Introduction to Metalogic,135,PHILOS,Philosophy
1168,638144201,{R},{10am-12:50pm},"{""Melnitz Hall 1446A""}","{""Mamber, S.D.""}",20W,Computer Applications for Film Study,224,FILM TV,Film and Television
395,627492203,{TR},{12:30pm-2pm},"{""Dodd Hall 232""}","{""Yates, A.D.""}",20W,Seminar: Indo-European Linguistics: Introductory Luwian,280B,I E STD,Indo-European Studies
4815,269861203,"{""Not scheduled""}","{""""}","{""""}","{""Braybrook, S.A.""}",20W,"Journal Club Seminars: Molecular, Cell, and Developmental Biology",193,MCD BIO,"Molecular, Cell, and Developmental Biology"
2257224,411888201,{Varies},"{""""}","{""""}","{""Jewitt, D.C.""}",20W,"Honors Research in Earth, Planetary, and Space Sciences",198,EPS SCI,"Earth, Planetary, and Space Sciences"
5396,405822203,{R},{2pm-4:50pm},"{""Renee and David Kaplan Hall A68""}","{""Guzman, J.J.""}",20W,Senior Research Seminar: Gender Studies,187,GENDER,Gender Studies
2874,430677201,{M},{5pm-7:50pm},"{""Schoenberg Music Building 1659""}","{""Arabifard, M.""}",20W,Advanced World Music Performance Organizations: Music of Persia,161L,ETHNMUS,Ethnomusicology
3006,356091201,{F},{11am-1:50pm},"{""Bunche Hall 1265""}","{""Stevens, R.G."",""Villarreal, E.E.""}",20W,Dramatic Writing: Playwriting Adventures in Genre and Style,30,THEATER,Theater
2528,207086200,{TR},{12:30pm-1:45pm},"{""Broad Art Center 2160E""}","{""Gillespie, T.W.""}",20W,People and Earth's Ecosystems,5,GEOG,Geography
4594,514556203,{M},{6:15pm-9:15pm},"{""Perloff Hall 1209B""}","{""de Zubiaurre, M.T."",""Cuff, D.""}",20W,Special Topics in Architecture and Urban Design,289,ARCH&UD,Architecture and Urban Design
1415,194036203,{TR},{8am-9:50am},"{""Haines Hall A76""}","{""Martinez, A.M.""}",20W,Approaches to University Writing,2,ENGCOMP,English Composition
3658,128360200,{TR},{3:30pm-4:45pm},"{""Geology Building 4660""}","{""Dines, J.P.""}",20W,Vertebrate Morphology,110,EE BIOL,Ecology and Evolutionary Biology
2902,194012204,{MW},{2pm-3:15pm},"{""Renee and David Kaplan Hall A66""}","{""Johnson, D.""}",20W,"English Composition, Rhetoric, and Language",3D,ENGCOMP,English Composition
3730,022660210,{TR},{9:30am-10:45am},"{""Public Affairs Building 1246""}","{""Zipperstein, S.E.""}",20W,Selected Topics in Global Studies: Global Business and Law,160,GLBL ST,Global Studies
2502,269876210,{Varies},"{""""}","{""""}","{""Jacobsen, S.E.""}",20W,"Research Apprenticeship I in Molecular, Cell, and Developmental Biology",196A,MCD BIO,"Molecular, Cell, and Developmental Biology"
3227057,298893228,{Varies},"{""""}","{""""}","{""Geschwind, D.H.""}",20W,Directed Research in Neuroscience,199A,NEUROSC,Neuroscience
1591,022894229,{Varies},"{""""}","{""""}","{""Taub, B.""}",20W,Directed Individual Research in Global Studies,199A,GLBL ST,Global Studies
3236785,215738200,{TR},{9:30am-10:45am},"{""Bunche Hall A152""}","{""Yildiz, Y.""}",20W,Advanced Study of Modern Literature,173,GERMAN,German
1694,377301200,{TR},{9:30am-10:45am},"{""Bunche Hall 3123""}","{""Mahajan, G.""}",20W,Intermediate Hindi-Urdu,100B,HIN-URD,Hindi-Urdu (HIN-URD)
2560,328871201,{Varies},"{""""}","{""""}","{""Knowlton, B.""}",20W,Community Internships in Psychology,195A,PSYCH,Psychology
3021,580421200,{T},{3:30pm-4:50pm},"{""Bunche Hall 9383""}","{""Von Wachter, T."",""Goncalves, F.M.""}",20W,Workshop: Labor Economics,269B,ECON,Economics
3575763,262272201,{Varies},"{""""}","{""""}","{""Cameron, J.""}",20W,Honors Contracts,89HC,MATH,Mathematics
4838,121735200,{TR},{11am-12:15pm},"{""Kaufman Hall 136""}","{""Ling, J.""}",20W,Special Courses in Asian American Themes: Foundational Asian American Literary Texts,187B,ASIA AM,Asian American Studies
1427,580620200,{MW},{12:30pm-1:45pm},"{""Haines Hall A2""}","{""Tornell, A.""}",20W,Economists in Action,410,ECON,Economics
698,238295200,"{F,R}","{1pm-3:50pm,4pm-6:50pm}","{""Melnitz Hall 2586B"",""Melnitz Hall 1422A""}","{""Reinhard, M.M."",""Noriega, C.A.""}",20W,"Youth Culture and MTV: Technology, History, Politics",98TA,FILM TV,Film and Television
3517807,328866201,{F},{8am-8:50am},"{""Franz Hall 2268""}","{""Lu, H.""}",20W,Research Group Seminars: Cognitive Science,194C,PSYCH,Psychology
78,542109201,"{""Not scheduled""}","{""""}","{""""}","{""Schwartz, B.J.""}",20W,Seminar: Research in Physical Chemistry--Ultrafast Studies of Chemical Reaction Dynamics in Condensed Phase,219Q,CHEM,Chemistry and Biochemistry
4598,356473200,{TR},{9am-11:50am},"{""Macgowan Hall 2330""}","{""Olivieri, J.M.""}",20W,Acting Shakespeare,126A,THEATER,Theater
470,347303200,{TR},{3:30pm-4:45pm},"{""Broad Art Center 2160E""}","{""Sigmon, J.P.""}",20W,Development of Sociological Theory,101,SOCIOL,Sociology
5033,580045200,{W},{1pm-3:15pm},"{""Bunche Hall 9294""}","{""Ostroy, J.M.""}",20W,History of Economic Thought,207,ECON,Economics
1498,653391200,{R},{9am-11:50am},"{""Campbell Hall 3103D""}","{""Koopman, H.""}",20W,Topics in Syntax and Semantics,252B,LING,Linguistics
4417,662022200,{MWF},{1pm-1:50pm},"{""Mathematical Sciences 5127""}","{""Galashin, P.""}",20W,Combinatorial Theory,206B,MATH,Mathematics
696,379015200,{TR},{11am-12:15pm},"{""Rolfe Hall 3129""}","{""Nguyen, T.B.""}",20W,Intermediate Vietnamese,5,VIETMSE,Vietnamese
1745,580650200,{W},{5pm-7:20pm},"{""Public Affairs Building 1234""}","{""Liu, X.""}",20W,Machine Learning I,425,ECON,Economics
4330,349018200,{TR},{11am-12:15pm},"{""Rolfe Hall 3105""}","{""Ramirez Mendez, A."",""Guerrero, A.""}",20W,Introductory Spanish for Heritage Speakers,7A,SPAN,Spanish
3533677,328877242,{Varies},"{""""}","{""""}","{""Fuligni, A.J.""}",20W,Research Apprenticeship in Psychology,196A,PSYCH,Psychology
5019,328606200,{TR},{2pm-3:50pm},"{""Franz Hall 3290""}","{""Tomiyama, A.J."",""Parrish, M.H.""}",20W,Research Methods in Health Psychology,151,PSYCH,Psychology
2104,411306200,{MW},{2pm-3:15pm},"{""Kinsey Science Teaching Pavilion 1200B""}","{""Paige, D.A.""}",20W,Earth's Energy: Diminishing Fossil Resources and Prospects for Sustainable Future,101,EPS SCI,"Earth, Planetary, and Space Sciences"
807,194099213,{TR},{8am-9:15am},"{""Renee and David Kaplan Hall A66""}","{""Steinberg, S.K.""}",20W,"English Composition, Rhetoric, and Language",3,ENGCOMP,English Composition
4163,173015200,{MW},{3pm-4:20pm},"{""Kaufman Hall 230""}","{""Een, R.W.""}",20W,Moving Voice: Studio 1  ,5,DANCE,Dance
3348,328690201,{Varies},"{""""}","{""""}","{""Goff, B.S.""}",20W,Educational Practices in Psychology,192,PSYCH,Psychology
3326,638539200,{W},{7pm-9:50pm},"{""Melnitz Hall 2534""}","{""Williamson, G.P."",""Vasquez, B.""}",20W,Independent Spirit: Creative Strategies for Financing and Distributing Independent Features,289C,FILM TV,Film and Television
4017,042616201,{MW},{10am-11:50am},"{""Public Health, School of 41235""}","{""Zhu, Y.""}",20W,Properties and Measurement of Airborne Particles,C152D,ENV HLT,Environmental Health Sciences
1186,719067202,{TR},{9:30am-10:45am},"{""Dodd Hall 154""}","{""Santos, C.E.""}",20W,Human Behavior in Social Environment: Theoretical Perspectives in Social Work and Social Welfare II,211B,SOC WLF,Social Welfare
